case,val_index,finding_id,category,row,model,policy,dice,hit,gt_voxels,pred_voxels,tp,fp,fn,pp3_route_corrected
train_13092_a_2.nii.gz,42,1,1e,overall_best,exp007_cont_e050_abs_e150,raw,0.11323328805974686,True,1515,2883,249,2634,1266,False
train_13092_a_2.nii.gz,42,1,1e,overall_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.11323328805974686,True,1515,2883,249,2634,1266,False
train_13092_a_2.nii.gz,42,1,1e,overall_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.11323328805974686,True,1515,2883,249,2634,1266,False
train_13092_a_2.nii.gz,42,1,1e,category_best,exp012_r02_category_2d_replay50_e100,raw,0.15147329669625384,True,1515,2829,329,2500,1186,False
train_13092_a_2.nii.gz,42,1,1e,category_best,exp012_r02_category_2d_replay50_e100,pp2_whole_lung20,0.15147329669625384,True,1515,2829,329,2500,1186,False
train_13092_a_2.nii.gz,42,1,1e,category_best,exp012_r02_category_2d_replay50_e100,pp3_fine20_corrected_routes,0.15147329669625384,True,1515,2829,329,2500,1186,False
train_13092_a_2.nii.gz,42,1,1e,iso07_best,exp017_cont_e050_abs_e150,raw,0.12286689442823133,True,1515,2294,234,2060,1281,False
train_13092_a_2.nii.gz,42,1,1e,iso07_best,exp017_cont_e050_abs_e150,pp2_whole_lung20,0.12286689442823133,True,1515,2294,234,2060,1281,False
train_13092_a_2.nii.gz,42,1,1e,iso07_best,exp017_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.12286689442823133,True,1515,2294,234,2060,1281,False
train_13092_a_2.nii.gz,42,2,1f,overall_best,exp007_cont_e050_abs_e150,raw,0.23497563658095524,True,229,1618,217,1401,12,False
train_13092_a_2.nii.gz,42,2,1f,overall_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.23497563658095524,True,229,1618,217,1401,12,False
train_13092_a_2.nii.gz,42,2,1f,overall_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.23497563658095524,True,229,1618,217,1401,12,False
train_13092_a_2.nii.gz,42,2,1f,category_best,exp007_cont_e100_abs_e200,raw,0.36663007753388577,True,229,682,167,515,62,False
train_13092_a_2.nii.gz,42,2,1f,category_best,exp007_cont_e100_abs_e200,pp2_whole_lung20,0.36663007753388577,True,229,682,167,515,62,False
train_13092_a_2.nii.gz,42,2,1f,category_best,exp007_cont_e100_abs_e200,pp3_fine20_corrected_routes,0.36663007753388577,True,229,682,167,515,62,False
train_13092_a_2.nii.gz,42,2,1f,iso07_best,exp017_cont_e050_abs_e150,raw,8.635578576307789e-10,False,229,929,0,929,229,False
train_13092_a_2.nii.gz,42,2,1f,iso07_best,exp017_cont_e050_abs_e150,pp2_whole_lung20,8.635578576307789e-10,False,229,929,0,929,229,False
train_13092_a_2.nii.gz,42,2,1f,iso07_best,exp017_cont_e050_abs_e150,pp3_fine20_corrected_routes,8.635578576307789e-10,False,229,929,0,929,229,False
train_18967_a_2.nii.gz,43,0,2c,overall_best,exp007_cont_e050_abs_e150,raw,0.6953484096369246,True,67859,40921,37820,3101,30039,False
train_18967_a_2.nii.gz,43,0,2c,overall_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.6953484096369246,True,67859,40921,37820,3101,30039,False
train_18967_a_2.nii.gz,43,0,2c,overall_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.6953484096369246,True,67859,40921,37820,3101,30039,False
train_18967_a_2.nii.gz,43,0,2c,category_best,exp007_cont_e050_abs_e150,raw,0.6953484096369246,True,67859,40921,37820,3101,30039,False
train_18967_a_2.nii.gz,43,0,2c,category_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.6953484096369246,True,67859,40921,37820,3101,30039,False
train_18967_a_2.nii.gz,43,0,2c,category_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.6953484096369246,True,67859,40921,37820,3101,30039,False
train_18967_a_2.nii.gz,43,0,2c,iso07_best,exp017_cont_e050_abs_e150,raw,0.49146800899640714,True,67859,26902,23286,3616,44573,False
train_18967_a_2.nii.gz,43,0,2c,iso07_best,exp017_cont_e050_abs_e150,pp2_whole_lung20,0.49146800899640714,True,67859,26902,23286,3616,44573,False
train_18967_a_2.nii.gz,43,0,2c,iso07_best,exp017_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.49146800899640714,True,67859,26902,23286,3616,44573,False
train_19452_a_2.nii.gz,44,0,2b,overall_best,exp007_cont_e050_abs_e150,raw,0.6254441677729934,True,24084,11657,11177,480,12907,False
train_19452_a_2.nii.gz,44,0,2b,overall_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.6254441677729934,True,24084,11657,11177,480,12907,False
train_19452_a_2.nii.gz,44,0,2b,overall_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.6254441677729934,True,24084,11657,11177,480,12907,False
train_19452_a_2.nii.gz,44,0,2b,category_best,exp013_category_2all_focal_target100_e100,raw,0.6369701217548744,True,24084,14439,12269,2170,11815,False
train_19452_a_2.nii.gz,44,0,2b,category_best,exp013_category_2all_focal_target100_e100,pp2_whole_lung20,0.6369701217548744,True,24084,14439,12269,2170,11815,False
train_19452_a_2.nii.gz,44,0,2b,category_best,exp013_category_2all_focal_target100_e100,pp3_fine20_corrected_routes,0.660813831372073,True,24084,13049,12269,780,11815,False
train_19452_a_2.nii.gz,44,0,2b,iso07_best,exp017_cont_e050_abs_e150,raw,0.5101696475286017,True,24084,8513,8315,198,15769,False
train_19452_a_2.nii.gz,44,0,2b,iso07_best,exp017_cont_e050_abs_e150,pp2_whole_lung20,0.5101696475286017,True,24084,8513,8315,198,15769,False
train_19452_a_2.nii.gz,44,0,2b,iso07_best,exp017_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.5101696475286017,True,24084,8513,8315,198,15769,False
train_19452_a_2.nii.gz,44,1,2c,overall_best,exp007_cont_e050_abs_e150,raw,0.6644041734000937,True,201623,131343,110612,20731,91011,False
train_19452_a_2.nii.gz,44,1,2c,overall_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.671014237790895,True,201623,128063,110612,17451,91011,False
train_19452_a_2.nii.gz,44,1,2c,overall_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.671014237790895,True,201623,128063,110612,17451,91011,False
train_19452_a_2.nii.gz,44,1,2c,category_best,exp007_cont_e050_abs_e150,raw,0.6644041734000937,True,201623,131343,110612,20731,91011,False
train_19452_a_2.nii.gz,44,1,2c,category_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.671014237790895,True,201623,128063,110612,17451,91011,False
train_19452_a_2.nii.gz,44,1,2c,category_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.671014237790895,True,201623,128063,110612,17451,91011,False
train_19452_a_2.nii.gz,44,1,2c,iso07_best,exp017_cont_e050_abs_e150,raw,0.6746399506716404,True,201623,125971,110504,15467,91119,False
train_19452_a_2.nii.gz,44,1,2c,iso07_best,exp017_cont_e050_abs_e150,pp2_whole_lung20,0.6822118916659499,True,201623,122335,110504,11831,91119,False
train_19452_a_2.nii.gz,44,1,2c,iso07_best,exp017_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.6822118916659499,True,201623,122335,110504,11831,91119,False
train_19452_a_2.nii.gz,44,2,2a,overall_best,exp007_cont_e050_abs_e150,raw,0.16747301825531558,True,21024,21968,3600,18368,17424,False
train_19452_a_2.nii.gz,44,2,2a,overall_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.17172295365455728,True,21024,20904,3600,17304,17424,False
train_19452_a_2.nii.gz,44,2,2a,overall_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.17172295365455728,True,21024,20904,3600,17304,17424,False
train_19452_a_2.nii.gz,44,2,2a,category_best,exp009_s3v2_e100,raw,0.2596003662611192,True,21024,16110,4820,11290,16204,False
train_19452_a_2.nii.gz,44,2,2a,category_best,exp009_s3v2_e100,pp2_whole_lung20,0.2669324915748205,True,21024,15090,4820,10270,16204,False
train_19452_a_2.nii.gz,44,2,2a,category_best,exp009_s3v2_e100,pp3_fine20_corrected_routes,0.2669324915748205,True,21024,15090,4820,10270,16204,False
train_19452_a_2.nii.gz,44,2,2a,iso07_best,exp017_cont_e050_abs_e150,raw,0.09064485430741454,False,21024,17853,1762,16091,19262,False
train_19452_a_2.nii.gz,44,2,2a,iso07_best,exp017_cont_e050_abs_e150,pp2_whole_lung20,0.09064485430741454,False,21024,17853,1762,16091,19262,False
train_19452_a_2.nii.gz,44,2,2a,iso07_best,exp017_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.09064485430741454,False,21024,17853,1762,16091,19262,False
train_19452_a_2.nii.gz,44,3,2d,overall_best,exp007_cont_e050_abs_e150,raw,0.6022988508032765,True,1087,653,524,129,563,False
train_19452_a_2.nii.gz,44,3,2d,overall_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.6022988508032765,True,1087,653,524,129,563,False
train_19452_a_2.nii.gz,44,3,2d,overall_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.6022988508032765,True,1087,653,524,129,563,False
train_19452_a_2.nii.gz,44,3,2d,category_best,exp007_cont_e050_abs_e150,raw,0.6022988508032765,True,1087,653,524,129,563,False
train_19452_a_2.nii.gz,44,3,2d,category_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.6022988508032765,True,1087,653,524,129,563,False
train_19452_a_2.nii.gz,44,3,2d,category_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.6022988508032765,True,1087,653,524,129,563,False
train_19452_a_2.nii.gz,44,3,2d,iso07_best,exp017_cont_e050_abs_e150,raw,0.4923826937889197,True,1087,554,404,150,683,False
train_19452_a_2.nii.gz,44,3,2d,iso07_best,exp017_cont_e050_abs_e150,pp2_whole_lung20,0.5340383347428695,True,1087,426,404,22,683,False
train_19452_a_2.nii.gz,44,3,2d,iso07_best,exp017_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.5340383347428695,True,1087,426,404,22,683,False
train_13166_a_2.nii.gz,45,0,1e,overall_best,exp007_cont_e050_abs_e150,raw,0.2455867659325428,True,2842,6165,1106,5059,1736,False
train_13166_a_2.nii.gz,45,0,1e,overall_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.2455867659325428,True,2842,6165,1106,5059,1736,False
train_13166_a_2.nii.gz,45,0,1e,overall_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.2455867659325428,True,2842,6165,1106,5059,1736,False
train_13166_a_2.nii.gz,45,0,1e,category_best,exp012_r02_category_2d_replay50_e100,raw,0.19217877103177464,True,2842,7003,946,6057,1896,False
train_13166_a_2.nii.gz,45,0,1e,category_best,exp012_r02_category_2d_replay50_e100,pp2_whole_lung20,0.19761855032404235,True,2842,6732,946,5786,1896,False
train_13166_a_2.nii.gz,45,0,1e,category_best,exp012_r02_category_2d_replay50_e100,pp3_fine20_corrected_routes,0.19761855032404235,True,2842,6732,946,5786,1896,False
train_13166_a_2.nii.gz,45,0,1e,iso07_best,exp017_cont_e050_abs_e150,raw,0.19477386942766092,True,2842,7108,969,6139,1873,False
train_13166_a_2.nii.gz,45,0,1e,iso07_best,exp017_cont_e050_abs_e150,pp2_whole_lung20,0.19477386942766092,True,2842,7108,969,6139,1873,False
train_13166_a_2.nii.gz,45,0,1e,iso07_best,exp017_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.19477386942766092,True,2842,7108,969,6139,1873,False
train_13166_a_2.nii.gz,45,1,2d,overall_best,exp007_cont_e050_abs_e150,raw,0.15459204887732483,True,3886,3333,558,2775,3328,False
train_13166_a_2.nii.gz,45,1,2d,overall_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.15892908015395485,True,3886,3136,558,2578,3328,False
train_13166_a_2.nii.gz,45,1,2d,overall_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.15892908015395485,True,3886,3136,558,2578,3328,False
train_13166_a_2.nii.gz,45,1,2d,category_best,exp007_cont_e050_abs_e150,raw,0.15459204887732483,True,3886,3333,558,2775,3328,False
train_13166_a_2.nii.gz,45,1,2d,category_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.15892908015395485,True,3886,3136,558,2578,3328,False
train_13166_a_2.nii.gz,45,1,2d,category_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.15892908015395485,True,3886,3136,558,2578,3328,False
train_13166_a_2.nii.gz,45,1,2d,iso07_best,exp017_cont_e050_abs_e150,raw,0.0723804181410604,False,3886,3243,258,2985,3628,False
train_13166_a_2.nii.gz,45,1,2d,iso07_best,exp017_cont_e050_abs_e150,pp2_whole_lung20,0.08113207561617419,False,3886,2474,258,2216,3628,False
train_13166_a_2.nii.gz,45,1,2d,iso07_best,exp017_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.08113207561617419,False,3886,2474,258,2216,3628,False
train_13166_a_2.nii.gz,45,2,2d,overall_best,exp007_cont_e050_abs_e150,raw,0.5798707295845273,True,1308,1941,942,999,366,False
train_13166_a_2.nii.gz,45,2,2d,overall_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.5798707295845273,True,1308,1941,942,999,366,False
train_13166_a_2.nii.gz,45,2,2d,overall_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.5798707295845273,True,1308,1941,942,999,366,False
train_13166_a_2.nii.gz,45,2,2d,category_best,exp007_cont_e050_abs_e150,raw,0.5798707295845273,True,1308,1941,942,999,366,False
train_13166_a_2.nii.gz,45,2,2d,category_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.5798707295845273,True,1308,1941,942,999,366,False
train_13166_a_2.nii.gz,45,2,2d,category_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.5798707295845273,True,1308,1941,942,999,366,False
train_13166_a_2.nii.gz,45,2,2d,iso07_best,exp017_cont_e050_abs_e150,raw,0.6162294082927916,True,1308,1970,1010,960,298,False
train_13166_a_2.nii.gz,45,2,2d,iso07_best,exp017_cont_e050_abs_e150,pp2_whole_lung20,0.6162294082927916,True,1308,1970,1010,960,298,False
train_13166_a_2.nii.gz,45,2,2d,iso07_best,exp017_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.6162294082927916,True,1308,1970,1010,960,298,False
train_2477_a_2.nii.gz,46,0,2d,overall_best,exp007_cont_e050_abs_e150,raw,9.708737769818079e-09,False,17,86,0,86,17,False
train_2477_a_2.nii.gz,46,0,2d,overall_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,9.708737769818079e-09,False,17,86,0,86,17,False
train_2477_a_2.nii.gz,46,0,2d,overall_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,9.708737769818079e-09,False,17,86,0,86,17,False
train_2477_a_2.nii.gz,46,0,2d,category_best,exp007_cont_e050_abs_e150,raw,9.708737769818079e-09,False,17,86,0,86,17,False
train_2477_a_2.nii.gz,46,0,2d,category_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,9.708737769818079e-09,False,17,86,0,86,17,False
train_2477_a_2.nii.gz,46,0,2d,category_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,9.708737769818079e-09,False,17,86,0,86,17,False
train_2477_a_2.nii.gz,46,0,2d,iso07_best,exp017_cont_e050_abs_e150,raw,6.211180085644844e-09,False,17,144,0,144,17,False
train_2477_a_2.nii.gz,46,0,2d,iso07_best,exp017_cont_e050_abs_e150,pp2_whole_lung20,6.211180085644844e-09,False,17,144,0,144,17,False
train_2477_a_2.nii.gz,46,0,2d,iso07_best,exp017_cont_e050_abs_e150,pp3_fine20_corrected_routes,6.211180085644844e-09,False,17,144,0,144,17,False
train_13624_a_2.nii.gz,47,0,1b,overall_best,exp007_cont_e050_abs_e150,raw,0.04042127027511656,False,7635,301905,6256,295649,1379,False
train_13624_a_2.nii.gz,47,0,1b,overall_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.04042127027511656,False,7635,301905,6256,295649,1379,False
train_13624_a_2.nii.gz,47,0,1b,overall_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.04042127027511656,False,7635,301905,6256,295649,1379,False
train_13624_a_2.nii.gz,47,0,1b,category_best,exp012_r02_category_2d_replay50_e100,raw,0.07085964143705778,False,7635,168008,6223,161785,1412,False
train_13624_a_2.nii.gz,47,0,1b,category_best,exp012_r02_category_2d_replay50_e100,pp2_whole_lung20,0.0711374795002707,False,7635,167322,6223,161099,1412,False
train_13624_a_2.nii.gz,47,0,1b,category_best,exp012_r02_category_2d_replay50_e100,pp3_fine20_corrected_routes,0.07085964143705778,False,7635,168008,6223,161785,1412,False
train_13624_a_2.nii.gz,47,0,1b,iso07_best,exp017_cont_e050_abs_e150,raw,0.03302507688011319,False,7635,349427,5896,343531,1739,False
train_13624_a_2.nii.gz,47,0,1b,iso07_best,exp017_cont_e050_abs_e150,pp2_whole_lung20,0.03302507688011319,False,7635,349427,5896,343531,1739,False
train_13624_a_2.nii.gz,47,0,1b,iso07_best,exp017_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.03302507688011319,False,7635,349427,5896,343531,1739,False
train_13624_a_2.nii.gz,47,1,2d,overall_best,exp007_cont_e050_abs_e150,raw,0.6760563395490312,True,80,133,72,61,8,False
train_13624_a_2.nii.gz,47,1,2d,overall_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.6760563395490312,True,80,133,72,61,8,False
train_13624_a_2.nii.gz,47,1,2d,overall_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.6760563395490312,True,80,133,72,61,8,False
train_13624_a_2.nii.gz,47,1,2d,category_best,exp007_cont_e050_abs_e150,raw,0.6760563395490312,True,80,133,72,61,8,False
train_13624_a_2.nii.gz,47,1,2d,category_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.6760563395490312,True,80,133,72,61,8,False
train_13624_a_2.nii.gz,47,1,2d,category_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.6760563395490312,True,80,133,72,61,8,False
train_13624_a_2.nii.gz,47,1,2d,iso07_best,exp017_cont_e050_abs_e150,raw,0.7203791482446485,True,80,131,76,55,4,False
train_13624_a_2.nii.gz,47,1,2d,iso07_best,exp017_cont_e050_abs_e150,pp2_whole_lung20,0.7203791482446485,True,80,131,76,55,4,False
train_13624_a_2.nii.gz,47,1,2d,iso07_best,exp017_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.7203791482446485,True,80,131,76,55,4,False
train_13430_a_2.nii.gz,48,0,2d,overall_best,exp007_cont_e050_abs_e150,raw,0.6015424174767547,True,131,258,117,141,14,False
train_13430_a_2.nii.gz,48,0,2d,overall_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.6015424174767547,True,131,258,117,141,14,False
train_13430_a_2.nii.gz,48,0,2d,overall_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.6015424174767547,True,131,258,117,141,14,False
train_13430_a_2.nii.gz,48,0,2d,category_best,exp007_cont_e050_abs_e150,raw,0.6015424174767547,True,131,258,117,141,14,False
train_13430_a_2.nii.gz,48,0,2d,category_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.6015424174767547,True,131,258,117,141,14,False
train_13430_a_2.nii.gz,48,0,2d,category_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.6015424174767547,True,131,258,117,141,14,False
train_13430_a_2.nii.gz,48,0,2d,iso07_best,exp017_cont_e050_abs_e150,raw,0.6068601593486539,True,131,248,115,133,16,False
train_13430_a_2.nii.gz,48,0,2d,iso07_best,exp017_cont_e050_abs_e150,pp2_whole_lung20,0.6068601593486539,True,131,248,115,133,16,False
train_13430_a_2.nii.gz,48,0,2d,iso07_best,exp017_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.6068601593486539,True,131,248,115,133,16,False
train_18422_a_1.nii.gz,49,0,2c,overall_best,exp007_cont_e050_abs_e150,raw,0.572020010387095,True,6811,4783,3316,1467,3495,False
train_18422_a_1.nii.gz,49,0,2c,overall_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.572020010387095,True,6811,4783,3316,1467,3495,False
train_18422_a_1.nii.gz,49,0,2c,overall_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.572020010387095,True,6811,4783,3316,1467,3495,False
train_18422_a_1.nii.gz,49,0,2c,category_best,exp007_cont_e050_abs_e150,raw,0.572020010387095,True,6811,4783,3316,1467,3495,False
train_18422_a_1.nii.gz,49,0,2c,category_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.572020010387095,True,6811,4783,3316,1467,3495,False
train_18422_a_1.nii.gz,49,0,2c,category_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.572020010387095,True,6811,4783,3316,1467,3495,False
train_18422_a_1.nii.gz,49,0,2c,iso07_best,exp017_cont_e050_abs_e150,raw,0.051667578041051446,False,6811,505,189,316,6622,False
train_18422_a_1.nii.gz,49,0,2c,iso07_best,exp017_cont_e050_abs_e150,pp2_whole_lung20,0.051667578041051446,False,6811,505,189,316,6622,False
train_18422_a_1.nii.gz,49,0,2c,iso07_best,exp017_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.051667578041051446,False,6811,505,189,316,6622,False
train_19877_a_2.nii.gz,50,0,2d,overall_best,exp007_cont_e050_abs_e150,raw,0.15308642184423105,True,308,97,31,66,277,True
train_19877_a_2.nii.gz,50,0,2d,overall_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.18289085786757858,True,308,31,31,0,277,True
train_19877_a_2.nii.gz,50,0,2d,overall_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.18289085786757858,True,308,31,31,0,277,True
train_19877_a_2.nii.gz,50,0,2d,category_best,exp007_cont_e050_abs_e150,raw,0.15308642184423105,True,308,97,31,66,277,True
train_19877_a_2.nii.gz,50,0,2d,category_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.18289085786757858,True,308,31,31,0,277,True
train_19877_a_2.nii.gz,50,0,2d,category_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.18289085786757858,True,308,31,31,0,277,True
train_19877_a_2.nii.gz,50,0,2d,iso07_best,exp017_cont_e050_abs_e150,raw,0.07724138058311533,False,308,417,28,389,280,True
train_19877_a_2.nii.gz,50,0,2d,iso07_best,exp017_cont_e050_abs_e150,pp2_whole_lung20,0.16666666914682537,True,308,28,28,0,280,True
train_19877_a_2.nii.gz,50,0,2d,iso07_best,exp017_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.16666666914682537,True,308,28,28,0,280,True
train_13292_a_2.nii.gz,51,0,2e,overall_best,exp007_cont_e050_abs_e150,raw,0.693786393549896,True,1345036,1290905,914390,376515,430646,False
train_13292_a_2.nii.gz,51,0,2e,overall_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.693786393549896,True,1345036,1290905,914390,376515,430646,False
train_13292_a_2.nii.gz,51,0,2e,overall_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.693786393549896,True,1345036,1290905,914390,376515,430646,False
train_13292_a_2.nii.gz,51,0,2e,category_best,exp007_cont_e100_abs_e200,raw,0.7059440577859453,True,1345036,1312778,938134,374644,406902,False
train_13292_a_2.nii.gz,51,0,2e,category_best,exp007_cont_e100_abs_e200,pp2_whole_lung20,0.7059440577859453,True,1345036,1312778,938134,374644,406902,False
train_13292_a_2.nii.gz,51,0,2e,category_best,exp007_cont_e100_abs_e200,pp3_fine20_corrected_routes,0.7059440577859453,True,1345036,1312778,938134,374644,406902,False
train_13292_a_2.nii.gz,51,0,2e,iso07_best,exp017_cont_e050_abs_e150,raw,0.6918774146678068,True,1345036,1772629,1078521,694108,266515,False
train_13292_a_2.nii.gz,51,0,2e,iso07_best,exp017_cont_e050_abs_e150,pp2_whole_lung20,0.6918774146678068,True,1345036,1772629,1078521,694108,266515,False
train_13292_a_2.nii.gz,51,0,2e,iso07_best,exp017_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.6918774146678068,True,1345036,1772629,1078521,694108,266515,False
train_13292_a_2.nii.gz,51,1,2b,overall_best,exp007_cont_e050_abs_e150,raw,0.051699026058160145,False,105585,52329,4082,48247,101503,False
train_13292_a_2.nii.gz,51,1,2b,overall_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.051699026058160145,False,105585,52329,4082,48247,101503,False
train_13292_a_2.nii.gz,51,1,2b,overall_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.051699026058160145,False,105585,52329,4082,48247,101503,False
train_13292_a_2.nii.gz,51,1,2b,category_best,exp013_category_2all_focal_target100_e100,raw,0.22879276646510188,True,105585,62742,19256,43486,86329,False
train_13292_a_2.nii.gz,51,1,2b,category_best,exp013_category_2all_focal_target100_e100,pp2_whole_lung20,0.2287941256892649,True,105585,62741,19256,43485,86329,False
train_13292_a_2.nii.gz,51,1,2b,category_best,exp013_category_2all_focal_target100_e100,pp3_fine20_corrected_routes,0.2287941256892649,True,105585,62741,19256,43485,86329,False
train_13292_a_2.nii.gz,51,1,2b,iso07_best,exp017_cont_e050_abs_e150,raw,0.12943604678928444,True,105585,44126,9689,34437,95896,False
train_13292_a_2.nii.gz,51,1,2b,iso07_best,exp017_cont_e050_abs_e150,pp2_whole_lung20,0.13185990651044263,True,105585,41374,9689,31685,95896,False
train_13292_a_2.nii.gz,51,1,2b,iso07_best,exp017_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.13185990651044263,True,105585,41374,9689,31685,95896,False
train_13292_a_2.nii.gz,51,2,1e,overall_best,exp007_cont_e050_abs_e150,raw,1.569858710251399e-09,False,27,610,0,610,27,False
train_13292_a_2.nii.gz,51,2,1e,overall_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,1.569858710251399e-09,False,27,610,0,610,27,False
train_13292_a_2.nii.gz,51,2,1e,overall_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,1.569858710251399e-09,False,27,610,0,610,27,False
train_13292_a_2.nii.gz,51,2,1e,category_best,exp012_r02_category_2d_replay50_e100,raw,1.2870012853449147e-09,False,27,750,0,750,27,False
train_13292_a_2.nii.gz,51,2,1e,category_best,exp012_r02_category_2d_replay50_e100,pp2_whole_lung20,1.2870012853449147e-09,False,27,750,0,750,27,False
train_13292_a_2.nii.gz,51,2,1e,category_best,exp012_r02_category_2d_replay50_e100,pp3_fine20_corrected_routes,1.2870012853449147e-09,False,27,750,0,750,27,False
train_13292_a_2.nii.gz,51,2,1e,iso07_best,exp017_cont_e050_abs_e150,raw,3.703703566529497e-08,False,27,0,0,0,27,False
train_13292_a_2.nii.gz,51,2,1e,iso07_best,exp017_cont_e050_abs_e150,pp2_whole_lung20,3.703703566529497e-08,False,27,0,0,0,27,False
train_13292_a_2.nii.gz,51,2,1e,iso07_best,exp017_cont_e050_abs_e150,pp3_fine20_corrected_routes,3.703703566529497e-08,False,27,0,0,0,27,False
train_18421_b_1.nii.gz,52,0,2d,overall_best,exp007_cont_e050_abs_e150,raw,0.3352318963911864,True,853,376,206,170,647,False
train_18421_b_1.nii.gz,52,0,2d,overall_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.3352318963911864,True,853,376,206,170,647,False
train_18421_b_1.nii.gz,52,0,2d,overall_best,exp007_cont_e050_abs_e150,pp3_fine20_corrected_routes,0.36331569721047996,True,853,281,206,75,647,False
train_18421_b_1.nii.gz,52,0,2d,category_best,exp007_cont_e050_abs_e150,raw,0.3352318963911864,True,853,376,206,170,647,False
train_18421_b_1.nii.gz,52,0,2d,category_best,exp007_cont_e050_abs_e150,pp2_whole_lung20,0.3352318963911864,True,853,376,206,170,647,False
